，。	。
容貌象	容貌像
容易罢	容易吧
溶岩	熔岩
融和	融合
融汇贯通	融会贯通
融恰	融洽
柔能克钢	柔能克刚
柔情密意	柔情蜜意
柔弱无骨	柔若无骨
柔中有钢	柔中有刚
揉躏	蹂躏
揉眼框	揉眼眶
蹂碎	揉碎
肉博	肉搏
肉陷	肉馅
如法泡制	如法炮制
如梗在喉	如鲠在喉
如洪气势	如虹气势
如虎添冀	如虎添翼
如火如茶	如火如荼
如雷灌耳	如雷贯耳
如丧考比	如丧考妣
如伤考妣	如丧考妣
如我们罢	如我们吧
如愿一场	如愿以偿
如愿以尝	如愿以偿
儒夫	懦夫
儒弱	懦弱
儒子	孺子
嚅嗫	嗫嚅
孺夫	懦夫
乳子	孺子
入不付出	入不敷出
入场卷	入场券
入党罢	入党吧
入硷	入殓
入情入礼	入情入理
入坐	入座
蓐草	薅草
溽署	溽暑
锐不可挡	锐不可当
锐厉	锐利
若贝尔	诺贝尔
若大	偌大
若及若离	若即若离
弱不经风	弱不禁风
撒慌	撒谎
撒骄	撒娇
撒矫	撒娇
萨都刺	萨都剌
腮邦	腮帮
腮邦子	腮帮子
腮梆	腮帮
三步曲	三部曲
三翻五次	三番五次
三呼万岁	山呼万岁
三连冠	三联冠
三令五伸	三令五申
三三俩俩	三三两两
散罢	散吧
散逸	散佚
桑那	桑拿
桑辛	桑梓
桑于河	桑干河
搔乱	骚乱
搔痒病	瘙痒病
骚臭	臊臭
骚气	臊气
骚味	臊味
扫瞄	扫描
臊狐狸	骚狐狸
臊货	骚货
色罢	色吧
色采	色彩
色厉内忍	色厉内荏
色励内荏	色厉内荏
杀戳	杀戮
杀费苦心	煞费苦心
杀风景	煞风景
杀截	杀戮
杀君篡位	弑君篡位
杀尾	煞尾
杀一禁百	杀一儆百
杀一警百	杀一儆百
沙法	沙发
沙锅	砂锅
沙壶	砂壶
沙浆	砂浆
沙糖	砂糖
沙碗	砂碗
沙鱼	鲨鱼
沙纸	砂纸
沙州	沙洲
傻罢	傻吧
煞车	刹车
煞废苦心	煞费苦心
霎那	刹那
晒笑	哂笑
山查	山楂
山颠	山巅
山冈	山岗
山洪爆发	山洪暴发
山拗	山坳
山青水秀	山清水秀
删剪	删减
珊疵	瑕疵
珊珊来迟	姗姗来迟
舢舨	舢板
跚跚来迟	姗姗来迟
搧风点火	煽风点火
闪烁其辞	闪烁其词
闪铄	闪烁
闪灼	闪烁
扇风点火	煽风点火
善长	擅长
擅于	善于
伤的很重	伤得很重
伤天害礼	伤天害理
商邱	商丘
商确	商榷
晌应	响应
上罢	上吧
上车罢	上车吧
上灯罢	上灯吧
上钓	上钩
上方宝剑	尚方宝剑
上勾	上钩
上课罢	上课吧
上吐下泄	上吐下泻
上胀	上涨
尚末	尚未
烧糊了	烧煳了
梢公	艄公
梢纵即逝	稍纵即逝
稍安毋躁	少安毋躁
杓	勺
少说话罢	少说话吧
少微	稍微
少纵即逝	稍纵即逝
奢糜	奢靡
舌胎	舌苔
佘年	余年
蛇一般的走	蛇一般地走
舍身取义	舍生取义
设地非常	设得非常
摄服	慑服
摄子	镊子
申冤	伸冤
申张	伸张
伸东击西	声东击西
伸诉	申诉
伸雪	申雪
伸冤	申冤
伸张正义	申张正义
身份	身分
身孚众望	深孚众望
身体复原	身体复元
身体赢弱	身体羸弱
身心俱惫	身心俱疲
身休	身体
深符众望	深孚众望
深负众望	深孚众望
深居浅出	深居简出
深明大意	深明大义
深情并茂	声情并茂
深人	深入
深深的对	深深地对
深醒	深省
什吗	什么
什么罢	什么吧
什幺	什么
神采弈弈	神采奕奕
神彩	神采
神甫	神父
神精	神经
神马	什么
神气凌人	盛气凌人
神圣壮严	神圣庄严
神祗	神祇
神智不清	神志不清
神洲	神州
沈船	沉船
沈淀	沉淀
沈沦	沉沦
沈思	沉思
沈痛	沉痛
沈下	沉下
沈香	沉香
沈着	沉着
沈醉	沉醉
审询	审讯
甚么	什么
渗杂	掺杂
慎密	缜密
生琉	生疏
生杀与夺	生杀予夺
生死犹关	生死攸关
声名雀起	声名鹊起
声势赫弈	声势赫奕
声嘶力渴	声嘶力竭
声嘶力歇	声嘶力竭
声音象	声音像
声张正义	伸张正义
省分	省份
圣旦	圣诞
圣涎	圣诞
胜卷	胜券
胜况	盛况
胜名	盛名
胜气凌人	盛气凌人
胜券在我	胜券在握
盛名难符	盛名难副
失查	失察
失口否认	矢口否认
湿渌渌	湿漉漉
湿碌碌	湿漉漉
十锦	什锦
十枝	十枝
石璧	石壁
石逢	石缝
石滚	石磙
石辗子	石碾子
时罢	时吧
时敝	时弊
时蔽	时弊
时过景迁	时过境迁
时侯	时候
识破鬼计	识破诡计
拾金不味	拾金不昧
拾人牙惠	拾人牙慧
拾遗补缺	拾遗补阙
食不裹腹	食不果腹
史无前列	史无前例
始作佣者	始作俑者
始作踊者	始作俑者
驶舵	使舵
屎壳郎	屎壳螂
屎克郎	屎壳螂
士女	仕女
世外桃园	世外桃源
世无前例	史无前例
似地	似的
势不可挡	势不可当
势均利敌	势均力敌
势力眼	势利眼
势如爆竹	势如破竹
事罢	事吧
事半工倍	事半功倍
事必恭亲	事必躬亲
事得其反	适得其反
事过景迁	事过境迁
事绩	事迹
事么	事吗
事如水火	势如水火
事象	事像
侍俸	侍奉
试罢	试吧
试目以待	拭目以待
视查	视察
视若罔闻	置若罔闻
视阈	视域
是罢	是吧
是么	是吗
是明天罢	是明天吧
是象	是像
是象前	是像前
是这儿罢	是这儿吧
是真地	是真的
室息	窒息
誓不两立	势不两立
誓察	警察
誓辞	誓词
誓如水火	势如水火
誓死如归	视死如归
噬脐莫急	噬脐莫及
收伏	收服
收来人心	收揽人心
收迄	收讫
收心罢	收心吧
收帐	收账
手不失卷	手不释卷
手急眼快	手疾眼快
手镣	手铐
手馏弹	手榴弹
手屈一指	首屈一指
手捥	手腕
手象	手像
手序	手续
守罢	守吧
守侯	守候
守猎	狩猎
首当其充	首当其冲
首曲一指	首屈一指
首坐	首座
受益非浅	受益匪浅
受予	授予
授救	援救
授于	授予
授与	授予
瘦骨伶丁	瘦骨伶仃
书柬	书简
书声朗朗	书声琅琅
书香门弟	书香门第
枢钮	枢纽
倏的	倏地
梳装打扮	梳妆打扮
疏不知	殊不知
疏峻	疏浚
疏理	梳理
蔬忽	疏忽
蔬通	疏通
孰不知	殊不知
赎于职守	渎于职守
熟炼	熟练
熟诸	熟读
署假	暑假
蜀黍	叔叔
束手待毖	束手待毙
束手无措	束手无策
述象	述像
树叉	树杈
树杪	树梢
树獭	树懒
树象	树像
数象	数像
数宇	数字
刷的响	刷地响
刷费苦心	煞费苦心
唰地	刷地
唰唰	刷刷
衰愁	哀愁
摔交	摔跤
摔绞	摔跤
栓在	拴在
栓住	拴住
双黄	双簧
双浆	双桨
双嬴	双赢
爽心悦目	赏心悦目
水伯梁山	水泊梁山
水份	水分
水沆	水坑
水火不融	水火不容
水利发电	水力发电
水笼头	水龙头
水疱	水泡
水气	水汽
水乳交溶	水乳交融
水泻不通	水泄不通
水性扬花	水性杨花
水长船高	水涨船高
水涨长高	水涨船高
睡罢	睡吧
睡的好	睡得好
睡的正	睡得正
睡地着	睡得着
睡沫	唾沫
顺杆	顺竿
顺忌	顾忌
说叨	说道
说的过	说得过
说的好过	说得好过
说的好了	说得好了
说的好着	说得好着
说地过	说得过
说三到四	说三道四
说些罢	说些吧
说一个笑话罢	说一个笑话吧
说长到短	说长道短
烁石流金	铄石流金
铄石流金	烁石流金
朔源	溯源
司陡	司徒
司空见怪	司空见惯
私秘	私密
思辩	思辨
思唯	思维
思惟	思维
撕打	厮打
撕杀	厮杀
嘶呜	嘶鸣
死不冥目	死不瞑目
死的屈	死得屈
死嗑	死磕
死么	死吗
死皮癞脸	死皮赖脸
死皮懒脸	死皮赖脸
死气白赖	死乞白赖
死心踏地	死心塌地
巳经	已经
四季长青	四季常青
伺应生	侍应生
饲机	伺机
肆无忌殚	肆无忌惮
肆业	肄业
松驰	松弛
松卸	松懈
怂人听闻	耸人听闻
怂容	纵容
怂勇	怂恿
耸身	纵身
悚人听闻	耸人听闻
送她罢	送她吧
送我罢	送我吧
颂布	颁布
颂读	诵读
颂发	颁发
颂奖	颁奖
搜素	搜索
俗不可奈	俗不可耐
夙敌	宿敌
夙来	素来
夙儒	宿儒
夙有	素有
夙怨	宿怨
肃瑟	萧瑟
素昧平身	素昧平生
素味平生	素昧平生
素愿	夙愿
塑科	塑料
塑象	塑像
蒜台	蒜苔
蒜未	蒜末
算的出	算得出
算帐	算账
虽象	虽像
随便罢	随便吧
随大溜	随大流
随合	随和
随声符和	随声附和
随声附合	随声附和
祟拜	崇拜
祟高	崇高
祟山峻岭	崇山峻岭
祟祯	崇祯
碎叫	睡觉
梭标	梭镖
索兴	索性
锁呐	唢呐
锁屑	琐屑
他罢	他吧
他答复罢	他答复吧
他竞	他竟
他来地	他来得
他楞	他愣
他象	他像
他真地	他真的
它罢	它吧
它来地	它来得
它象	它像
她罢	她吧
她来地	她来得
她象	她像
她真地	她真的
塌拉	耷拉
塌实	踏实
塔儿寺	塔尔寺
沓无音信	杳无音信
台罢	台吧
太苯	太笨
太象	太像
贪赃王法	贪赃枉法
贪赃妄法	贪赃枉法
贪脏枉法	贪赃枉法
坛花一现	昙花一现
昙花一显	昙花一现
谈罢	谈吧
谈谈罢	谈谈吧
谈笑风声	谈笑风生
痰孟	痰盂
坦承	坦诚
坦城	坦诚
坦荡如坻	坦荡如砥
坦护	袒护
坦胸露臂	袒胸露臂
叹为观之	叹为观止
叹为观只	叹为观止
蹚水	趟水
堂目结舌	瞠目结舌
膛过	趟过
膛目	瞠目
螳臂挡车	螳臂当车
倘佯	徜徉
倘徉	徜徉
淌水过河	蹚水过河
趟罢	趟吧
涛涛不绝	滔滔不绝
涛天	滔天
绦绕	缭绕
掏金	淘金
滔光养晦	韬光养晦
逃罢	逃吧
桃花园	桃花源
桃梨	桃李
讨沦	讨论
特么	他妈
疼苦	痛苦
剔头	剃头
梯己	体己
踢除	剔除
踢踢蹋蹋	踢踢踏踏
提刚	提纲
提纲契领	提纲挈领
提心掉胆	提心吊胆
提心调胆	提心吊胆
题罢	题吧
题辞	题词
题纲	提纲
题纲挈领	提纲挈领
题起	提起
题亲	提亲
醍醐贯顶	醍醐灌顶
蹄傍	蹄髈
蹄膀	蹄髈
蹄胖	蹄髈
体帖	体贴
倜侃	调侃
嚏喷	喷嚏
天罢	天吧
天崩地折	天崩地坼
天翻地复	天翻地覆
天方夜谈	天方夜谭
天经地仪	天经地义
天礼	天理
天然汽	天然气
天燃气	天然气
天燃汽	天然气
天网灰灰	天网恢恢
天网诙诙	天网恢恢
天崖	天涯
天真烂熳	天真烂漫
天之娇子	天之骄子
添制	添置
田罢	田吧
菾菜	甜菜
甜静	恬静
甜密	甜蜜
甜洒	甜酒
甜言密语	甜言蜜语
填房罢	填房吧
腆不知耻	恬不知耻
舔犊情深	舐犊情深
靦覥	腼腆
挑拔	挑拨
挑拨事非	挑拨是非
挑肥捡瘦	挑肥拣瘦
挑畔	挑衅
挑三捡四	挑三拣四
条帚	笤帚
苕帚	笤帚
调堡	碉堡
调兵谴将	调兵遣将
调兵遗将	调兵遣将
调济	调剂
调以轻心	掉以轻心
帖上	贴上
帖心	贴心
帖着	贴着
贴的紧	贴得紧
贴子	帖子
铁沙	铁砂
铁沙掌	铁砂掌
听的明白	听得明白
听的清	听得清
听地明白	听得明白
听地清	听得清
听戏罢	听戏吧
廷园	庭院
廷院	庭院
庭台	亭台
庭园	庭院
婷婷玉立	亭亭玉立
挺而走险	铤而走险
通谍	通牒
通碟	通牒
通楫	通缉
通辑	通缉
通情达礼	通情达理
通霄	通宵
通迅	通讯
通知罢	通知吧
同病相连	同病相怜
同仇敌慨	同仇敌忾
同等学历	同等学力
同心胁力	同心协力
同一而语	同日而语
铜扳	钢板
童鞋	同学
瞳憬	憧憬
瞳人	瞳仁
统绐	统治
统统象	统统像
统制	统治
捅楼子	捅娄子
捅漏子	捅娄子
捅露子	捅娄子
痛昔	痛惜
痛心击首	痛心疾首
痛心嫉首	痛心疾首
偷工简料	偷工减料
偷偷的	偷偷地
头等仓	头等舱
头昏脑胀	头昏脑涨
头序	头绪
投机捣把	投机倒把
投鼠击器	投鼠忌器
投鼠计器	投鼠忌器
投桃抱李	投桃报李
投投是道	头头是道
透澈	透彻
透敌	诱敌
图谋不规	图谋不轨
图穷匕现	图穷匕见
图相	图像
图象	图像
徒弟象	徒弟像
徒坡	陡坡
涂毒	荼毒
涂沫	涂抹
涂碳	涂炭
土冈儿	土岗儿
推陈相见	坦诚相见
推崇倍至	推崇备至
推托	推脱
推脱	推托
推委	推诿
推懈	推卸
推心知腹	推心置腹
推心至腹	推心置腹
推心置腑	推心置腹
推御	推卸
颓璧	颓壁
退罢	退吧
退后一点罢	退后一点吧
退化变质	蜕化变质
退色	褪色
褪变	蜕变
屯积居奇	囤积居奇
托咐	托付
托拉	拖拉
托拉机	拖拉机
托鞋	拖鞋
托延	拖延
拖拉斯	托拉斯
拖拉杌	拖拉机
拖人	托人
拖踏	拖沓
脱变	蜕变
脱化	蜕化
脱僵	脱缰
脱颍而出	脱颖而出
驼鸟	鸵鸟
唾抹	唾沫
挖墙角	挖墙脚
蛙呜	蛙鸣
瓦刺	瓦剌
歪风斜气	歪风邪气
歪脚	崴脚
歪门斜道	歪门邪道
歪屈	歪曲
外阜	外埠
完壁归赵	完璧归赵
完尔	莞尔
玩皮	顽皮
玩世不公	玩世不恭
玩童	顽童
玩艺	玩意
玩主	顽主
顽耍	玩耍
宛言	婉言
婉惜	惋惜
婉蜒	蜿蜒
万变不离其中	万变不离其宗
万古常青	万古长青
万古留芳	万古流芳
万冠	万贯
万斤油	万金油
万籁具寂	万籁俱寂
万马齐暗	万马齐喑
万相	万象
万枝	万支
汪星人	狗
王八旦	王八蛋
王候	王侯
网路	网络
妄费心机	枉费心机
妄自非薄	妄自菲薄
忘八	王八
忘恩负意	忘恩负义
忘夫所以	忘乎所以
望而怯步	望而却步
望风披糜	望风披靡
望上直涌	往上直涌
望下续	往下续
望象	望像
望洋心叹	望洋兴叹
危如磊卵	危如累卵
危言大义	微言大义
危言悚听	危言耸听
威协	威胁
威言威行	危言威行
微忽其微	微乎其微
微妙微肖	维妙维肖
微言大意	微言大义
为度	维度
为富不人	为富不仁
为富不忍	为富不仁
为虎作怅	为虎作伥
为虎作仗	为虎作伥
为虎作帐	为虎作伥
为虎作账	为虎作伥
为妙为肖	维妙维肖
违法必纠	违法必究
违坑	违抗
围棋罢	围棋吧
唯妙唯肖	维妙维肖
唯唯喏喏	唯唯诺诺
惟独	唯独
惟恐	唯恐
惟利是图	唯利是图
惟妙惟肖	维妙维肖
惟命是从	唯命是从
惟其	唯其
惟我独尊	唯我独尊
惟一	唯一
惟有	唯有
维待	维持
苇编三绝	韦编三绝
尾大不吊	尾大不掉
尾大不调	尾大不掉
纬编三绝	韦编三绝
委过	诿过
委糜	萎靡
委靡	萎靡
委屈求全	委曲求全
委屈婉转	委曲婉转
委琐	猥琐
委拖	委托
委宛	委婉
委谢	萎谢
委罪	诿罪
萎顿	委顿
萎糜	萎靡
萎糜不振	萎靡不振
猥集	猬集
痿靡不振	萎靡不振
卫戌	卫戍
未竞	未竟
未日	末日
未兔	未免
未雨绸寥	未雨绸缪
未雨绸谬	未雨绸缪
未雨稠缪	未雨绸缪
味罢	味吧
味口	胃口
味同嚼腊	味同嚼蜡
畏畏诺诺	唯唯诺诺
畏崽不前	畏葸不前
尉然成风	蔚然成风
尉为大观	蔚为大观
慰籍	慰藉
温暧	温暖
文彩	文采
文渎	文牍
文过是非	文过饰非
文恬武嘻	文恬武嬉
文章罢	文章吧
文诌诌	文绉绉
文邹邹	文绉绉
纹身	文身
闻过饰非	文过饰非
闻鸡起武	闻鸡起舞
闻猎心喜	见猎心喜
闻名瑕迩	闻名遐迩
紊风不动	纹丝不动
稳操胜卷	稳操胜券
稳键	稳健
稳秘	隐秘
问侯	问候
问他罢	问他吧
翁声翁气	瓮声瓮气
翁郁	蓊郁
翁中捉鳖	瓮中捉鳖
嗡声嗡气	瓮声瓮气
我罢	我吧
我么	我吗
我象	我像
卧薪偿胆	卧薪尝胆
乌和之众	乌合之众
乌妙	乌纱
乌烟脏气	乌烟瘴气
乌烟障气	乌烟瘴气
污告	诬告
污合之众	乌合之众
污七八糟	乌七八糟
污龌	龌龊
呜乎	呜呼
呜叫	鸣叫
无耻阑言	无耻谰言
无耻烂言	无耻谰言
无耻滥言	无耻谰言
无耻乱言	无耻谰言
无耻之犹	无耻之尤
无低价	无底价
无地放矢过	无的放矢过
无地放矢了	无的放矢了
无地放矢着	无的放矢着
无动于中	无动于衷
无独有禺	无独有偶
无功受碌	无功受禄
无关弘旨	无关宏旨
无讥之谈	无稽之谈
无计于事	无济于事
无计之谈	无稽之谈
无济无事	无济于事
无艰不摧	无坚不摧
无精打彩	无精打采
无可非异	无可非议
无可质疑	无可置疑
无空不入	无孔不入
无理阻扰	无理阻挠
无乃	无奈
无耐	无奈
无宁	毋宁
无人问斤	无人问津
无尚	无上
无是生非	无事生非
无所不致	无所不至
无所事从	无所适从
无所是从	无所适从
无条件的献	无条件地献
无忘之灾	无妄之灾
无微不致	无微不至
无细可乘	无隙可乘
无泄可击	无懈可击
无嗅	无臭
无以附加	无以复加
无庸	毋庸
无与论比	无与伦比
无原无故	无缘无故
无则加免	无则加勉
毋奈	无奈
毋所谓	无所谓
毋用讳言	毋庸讳言
毋用置疑	毋庸置疑
吴雅晖	吴稚晖
五采	五彩
五大山粗	五大三粗
五痨七伤	五劳七伤
五色斑澜	五色斑斓
五体头地	五体投地
五圆	五元
五枝	五枝
武候	武侯
武妆	武装
勿必	务必
勿忙	匆忙
勿勿	匆匆
戊戍变法	戊戌变法
物及必返	物极必反
物极必返	物极必反
物竟天择	物竞天择
物逝人非	物是人非
雾蔼	雾霾
雾霭	雾霾
吸的出神	吸得出神
吸地出神	吸得出神
吸吮	吮吸
希罕	稀罕
希奇	稀奇
希少	稀少
希世	稀世
希翼	希冀
希有	稀有
牺身	栖身
牺霞	栖霞
牺性	牺牲
息峰	息烽
欷歔	唏嘘
悉悉簌簌	窸窸窣窣
悉卒	窸窣
淅沥哗啦	稀里哗啦
稀硫	稀疏
稀嘘	唏嘘
熙熙嚷嚷	熙熙攘攘
嘻嘻的道	嘻嘻地道
嘻笑	嬉笑
嘻笑怒骂	嬉笑怒骂
噏动	翕动
瘜肉	息肉
嬉弄	戏弄
嬉耍	戏耍
窸簌	窸窣
窸嗦	窸窣
习贯	习惯
洗耳躬听	洗耳恭听
洗具	喜剧
洗炼	洗练
洗星海	冼星海
喜出往外	喜出望外
喜玛拉雅	喜马拉雅
喜气洋洋的迎接	喜气洋洋地迎接
喜迅	喜讯
喜孜孜	喜滋滋
系乱	紊乱
细大不涓	细大不捐
细谈罢	细谈吧
细细的分别	细细地分别
细细的清理	细细地清理
细帐	细账
细枝末结	细枝末节
虾蟆	蛤蟆
瞎掺合	瞎掺和
狭谷	峡谷
瑕不掩玉	瑕不掩瑜
瑕迩闻名	遐迩闻名
瑕想	遐想
暇疵	瑕疵
暇思迩想	遐思迩想
暇想	遐想
暇瑜互现	瑕瑜互现
下罢	下吧
下车一始	下车伊始
下功夫	下工夫
下践	下贱
下野罢	下野吧
吓马威	下马威
先发治人	先发制人
先理后兵	先礼后兵
先森	先生
掀铃	揿铃
闲情逸志	闲情逸致
闲帐	闲账
贤慧	贤惠
弦律	旋律
嫌钱	赚钱
嫌少罢	嫌少吧
显的很	显得很
显的十分	显得十分
显的特	显得特
显的有点	显得有点
显的有些	显得有些
显身说法	现身说法
显象管	显像管
显着	显著
险罢	险吧
现像	现象
限井	陷阱
线罢	线吧
陷饼	馅饼
陷井	陷阱
乡巴老	乡巴佬
相对杭	相对抗
相反相承	相反相成
相辅相承	相辅相成
相辅相乘	相辅相成
相彷	相仿
相题并论	相提并论
相象	相像
相形见拙	相形见绌
香纯	香醇
香菰	香菇
香消玉陨	香消玉殒
湘谭	湘潭
襄边	镶边
详和	祥和
详实	翔实
祥合	祥和
祥细	详细
享通	亨通
响彻云宵	响彻云霄
响导	向导
响午	晌午
想的美过	想得美过
想的美了	想得美了
想的美着	想得美着
想法子罢	想法子吧
想像	想象
向偶而泣	向隅而泣
项练	项链
象拔	像拔
象爸	像爸
象棒	像棒
象暴	像暴
象病人	像病人
象藏	像藏
象潮	像潮
象陈	像陈
象虫	像虫
象传说	像传说
象从	像从
象打	像打
象大	像大
象戴	像戴
象当	像当
象刀	像刀
象灯	像灯
象东	像东
象读	像读
象赌	像赌
象对付	像对付
象饿虎	像饿虎
象发	像发
象肥	像肥
象废	像废
象蜂	像蜂
象父	像父
象刚	像刚
象割	像割
象个	像个
象根	像根
象工	像工
象共	像
象古	像古
象官	像官
象国民	像国民
象海	像海
象害	像害
象河水	像河水
象洪	像洪
象话	像话
象火	像火
象激	像激
象极	像极
象鉴	像鉴
象交易	像交易
象今	像今
象今天	像今天
象金	像金
象紧	像紧
象镜	像镜
象军人	像军人
象军长	像军长
象砍	像砍
象靠	像靠
象颗	像颗
象狂风	像狂风
象老	像老
象两	像两
象流	像流
象麻	像麻
象蚂蚁	像蚂蚁
象没	像没
象美	像美
象猛	像猛
象梦	像梦
象民	像民
象模象样	像模像样
象膜	像膜
象哪种	像哪种
象那	像那
象那些	像那些
象内行	像内行
象泥	像泥
象你	像你
象您	像您
象炮	像炮
象贫	像贫
象铅	像铅
象前	像前
象潜	像潜
象亲	像亲
象晴	像晴
象全国	像全国
象热	像热
象人	像人
象任	像任
象日	像日
象熔	像熔
象伞	像伞
象杀	像杀
象沙	像沙
象山	像山
象上	像上
象什么	像什么
象牲口	像牲口
象师傅	像师傅
象是	像是
象死	像死
象他	像他
象她	像她
象祂	像祂
象太	像太
象糖	像糖
象条	像条
象听	像听
象往	像往
象委	像委
象闻	像闻
象我	像我
象西	像西
象夏	像夏
象现在	像现在
象想起	像想起
象小	像小
象小刀	像小刀
象小孩	像小孩
象泄了气	像泄了气
象新	像新
象醒	像醒
象样	像样
象要	像要
象一	像一
象一场	像一场
象一个	像一个
象一条	像一条
象一只	像一只
象已	像已
象以	像以
象影	像影
象油	像油
象有	像有
象鱼	像鱼
象雨	像雨
象月	像月
象在	像在
象在思	像在思
象炸	像炸
象张	像张
象这	像这
象这些	像这些
象这样	像这样
象只铁桶	像只铁桶
象中国	像中国
象注射	像注射
象子	像子
象最	像最
像貌	相貌
像真地	像真的
肖瑟	萧瑟
肖条	萧条
肖相	肖像
肖象	肖像
消魂	销魂
消火栓	消防栓
消急	消息
消假	销假
消沈	消沉
消声匿迹	销声匿迹
消褪	消退
消息象	消息像
消遥	逍遥
消夜	宵夜
消足适履	削足适履
宵汉	霄汉
宵衣干食	宵衣旰食
萧洒	潇洒
萧杀	肃杀
萧声	箫声
销歇	消歇
小鸟伊人	小鸟依人
小强	蟑螂
小题大作	小题大做
小帐	小账
晓喻	晓谕
笑咪咪	笑眯眯
笑容可鞠	笑容可掬
笑魇	笑靥
些象	些像
歇罢	歇吧
歇顶	谢顶
歇会儿罢	歇会儿吧
歇事宁人	息事宁人
歇一会儿罢	歇一会儿吧
协从	胁从
协迫	胁迫
协做	协作
偕书	楷书
斜路	邪路
斜念	邪念
斜乜	乜斜
斜斜的对	斜斜地对
写的好过	写得好过
写的好了	写得好了
写的好着	写得好着
写的明白	写得明白
写地明白	写得明白
泄秘	泄密
泻露	泄露
泻密	泄密
卸傤	卸载
亵赎	亵渎
谢决	谢绝
心安礼得	心安理得
心罢	心吧
心浮气燥	心浮气躁
心狠手棘	心狠手辣
心怀巨测	心怀叵测
心恢意懒	心灰意懒
心恢意冷	心灰意冷
心旷神饴	心旷神怡
心辣手狠	心狠手辣
心劳力绌	心劳力拙
心劳日绌	心劳力拙
心里报怨	心里抱怨
心里变态	心理变态
心里活动	心理活动
心理话	心里话
心灵变态	心理变态
心片	芯片
心平气合	心平气和
心窃	心窍
心喜	欣喜
心心相应	心心相印
心悦臣服	心悦诚服
心悦诚浮	心悦诚服
辛辛学子	莘莘学子
欣尝	欣赏
新朗	新郎
新闻记要	新闻纪要
新新向荣	欣欣向荣
新兴向荣	欣欣向荣
新颍	新颖
薪烬火传	薪尽火传
薪晌	薪饷
薪响	薪饷
馨竹难书	罄竹难书
信而有证	信而有征
信口齿黄	信口雌黄
信口词黄	信口雌黄
信口开合	信口开河
星罗旗布	星罗棋布
星落棋布	星罗棋布
猩猩作态	惺惺作态
惺松	惺忪
腥热	腥热
腥骚	腥臊
腥松	惺忪
腥躁	腥臊
邢天	刑天
形像	形象
形消骨立	形销骨立
形影相掉	形影相吊
型体	形体
型状	形状
兴匆匆	兴冲冲
兴高彩烈	兴高采烈
兴会	幸会
兴兴向荣	欣欣向荣
兴灾乐祸	幸灾乐祸
凶罢	凶吧
凶神恶熬	凶神恶煞
凶相必露	凶相毕露
凶象	凶相
胸膊	胸脯
胸无成府	胸无城府
胸意	胸臆
雄材大略	雄才大略
雄纠纠	雄赳赳
休生养息	休养生息
休息罢	休息吧
修定	修订
修覆	修复
修练	修炼
修养生息	休养生息
修揖	修葺
宿兴夜寐	夙兴夜寐
宿愿	夙愿
秀外惠中	秀外慧中
吁寒问暖	嘘寒问暖
须发洁白	须发皆白
须发结白	须发皆白
须象	须像
虚幌一枪	虚晃一枪
虚头八脑	虚头巴脑
虚无缥渺	虚无缥缈
虚无飘缈	虚无缥缈
虚座以待	虚左以待
诩诩如生	栩栩如生
叙文	序文
叙言	序言
绪序渐进	循序渐进
轩尽杀决	斩尽杀绝
宣宾夺主	喧宾夺主
宣染	渲染
宣泄	宣泄
喧然大波	轩然大波
喧染	渲染
暄宾夺主	喧宾夺主
暄闹	喧闹
暄腾	喧腾
悬花一现	昙花一现
悬梁刺骨	悬梁刺股
悬崖徒壁	悬崖陡壁
旋涡	漩涡
漩窝	漩涡
炫丽	绚丽
眩目	炫目
渲泄	宣泄
削壁	峭壁
学识休养	学识修养
雪里红	雪里蕻
雪中送碳	雪中送炭
血象	像血
埙命	殒命
熏淘	熏陶
熏衣草	薰衣草
薰染	熏染
薰人	熏人
薰陶	熏陶
薰天	熏天
寻声	循声
寻视	巡视
寻问	询问
寻序渐进	循序渐进
巡察	巡查
巡戈	巡弋
巡徊	巡回
询间	询问
询私	徇私
荀且	苟且
循根究底	寻根究底
循规导矩	循规蹈矩
循轨韬矩	循规蹈矩
循回	循环
循私	徇私
循序渐近	循序渐进
循序前进	循序渐进
循章摘句	寻章摘句
训戒	训诫
迅急	迅疾
迅息	讯息
徇国	殉国
徇职	殉职
殉情枉法	徇情枉法
殉私	徇私
丫鬟	丫环
压宝	押宝
压伏	压服
压韵	押韵
压诈	压榨
押宝	压宝
押寨	压寨
押阵	压阵
鸦鹊无声	鸦雀无声
桠叉	枝杈
鸭旦	鸭蛋
哑叭	哑巴
哑吧	哑巴
哑雀无声	鸦雀无声
雅致的很	雅致得很
亚州	亚洲
揠旗息鼓	偃旗息鼓
烟雾弹	烟幕弹
烟薰	烟熏
淹没无闻	湮没无闻
延申	延伸
延袭	沿袭
延用	沿用
严惩不代	严惩不贷
严惩不待	严惩不贷
严惩不怠	严惩不贷
严辞拒绝	严词拒绝
严竣	严峻
严历	严厉
严励	严厉
严悛	严峻
严阵以代	严阵以待
严正申明	严正声明
言不及意	言不及义
言不尽义	言不尽意
言不由中	言不由衷
言归正传罢	言归正传吧
言简意该	言简意赅
言简意骇	言简意赅
言之足足	言之凿凿
岩桨	岩浆
炎皇子孙	炎黄子孙
炎阳	艳阳
沿木求鱼	缘木求鱼
研究罢	研究吧
掩旗息鼓	偃旗息鼓
掩盏	掩盖
眼花了乱	眼花缭乱
